person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,loan_status
29,88601.0,5,2500.0,14.35,0.03,8,637.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
31,202646.0,9,15500.0,9.25,0.08,9,665.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33,64321.0,10,20000.0,13.04,0.31,9,656.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
32,122332.0,10,20000.0,10.75,0.16,8,627.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
29,15532.0,8,4500.0,15.05,0.29,9,619.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
31,61448.0,9,6000.0,15.62,0.1,6,536.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,132957.0,7,2500.0,8.07,0.02,10,647.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
28,30025.0,2,10000.0,12.87,0.33,8,691.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
30,183304.0,6,17525.0,12.72,0.1,7,569.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
34,77381.0,7,3500.0,10.0,0.05,6,729.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
27,81320.0,7,12000.0,13.23,0.15,9,466.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
33,26925.0,14,6500.0,11.01,0.24,5,677.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,60170.0,7,2500.0,5.42,0.04,10,667.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,97361.0,7,8000.0,7.14,0.08,7,597.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
30,122723.0,7,18000.0,12.18,0.15,10,692.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
27,63576.0,4,9600.0,14.09,0.15,10,661.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28,38337.0,4,1000.0,7.4,0.03,7,624.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
32,59829.0,10,6300.0,9.91,0.11,6,566.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28,77938.0,5,5000.0,13.23,0.06,6,705.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
29,76766.0,4,10000.0,15.33,0.13,7,636.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
31,77736.0,9,8000.0,14.22,0.1,5,531.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,37868.0,3,4000.0,10.74,0.11,10,664.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
27,101671.0,4,7200.0,11.01,0.07,10,583.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
35,38031.0,15,6000.0,7.49,0.16,6,709.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,54945.0,3,12000.0,6.03,0.22,5,568.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,113463.0,13,15000.0,9.88,0.13,9,587.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,60936.0,6,12000.0,6.62,0.2,8,669.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,132846.0,8,5000.0,11.01,0.04,7,710.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
33,47171.0,11,10000.0,9.91,0.21,8,624.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29,36952.0,8,4000.0,11.01,0.11,7,552.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28,169046.0,4,12000.0,9.91,0.07,10,620.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31,330859.0,11,25000.0,13.85,0.08,7,616.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34,34546.0,12,3000.0,9.99,0.09,5,696.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
28,31294.0,5,11500.0,14.46,0.37,10,687.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
32,72109.0,11,6000.0,13.22,0.08,6,526.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29,39543.0,5,9000.0,16.77,0.23,8,618.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,60745.0,2,8400.0,11.01,0.14,5,642.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
27,111645.0,0,17500.0,17.93,0.16,5,593.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
35,193124.0,17,24000.0,11.83,0.12,9,623.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,118355.0,5,17000.0,8.88,0.14,9,643.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,39400.0,6,5500.0,8.0,0.14,8,616.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30,48901.0,7,3000.0,7.14,0.06,5,540.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
32,103222.0,10,7500.0,10.78,0.07,10,612.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
29,91055.0,6,6500.0,10.74,0.07,5,601.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
29,66877.0,10,12000.0,7.49,0.18,8,627.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
28,86932.0,3,5000.0,11.12,0.06,8,587.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
35,100459.0,14,11000.0,11.01,0.11,9,678.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
29,74524.0,8,15000.0,14.96,0.2,10,687.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
27,229251.0,7,22000.0,6.91,0.1,8,635.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
27,123445.0,5,15000.0,12.84,0.12,8,589.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
34,102067.0,6,9000.0,5.79,0.09,10,548.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
33,23652.0,9,3500.0,13.16,0.15,5,633.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
28,99666.0,3,11000.0,7.49,0.11,7,640.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29,22479.0,9,3000.0,12.69,0.13,5,586.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
30,157405.0,7,25000.0,15.33,0.16,6,539.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
30,126994.0,5,24250.0,15.65,0.19,7,627.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
28,67070.0,4,5000.0,12.53,0.07,5,643.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
29,23818.0,5,4000.0,10.37,0.17,6,644.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
28,79126.0,5,25000.0,18.62,0.32,9,555.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
35,26910.0,8,2500.0,14.35,0.09,5,623.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
32,79188.0,9,5600.0,11.58,0.07,5,622.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
35,122341.0,13,4500.0,9.32,0.04,8,669.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,67058.0,8,8000.0,7.49,0.12,9,681.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
31,13777.0,8,2000.0,14.72,0.15,6,677.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
27,58376.0,3,2800.0,7.49,0.05,10,671.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
27,54725.0,9,10825.0,10.99,0.2,6,524.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30,85817.0,6,8000.0,11.12,0.09,8,703.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
27,127996.0,5,4000.0,11.71,0.03,8,640.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
34,157037.0,12,5000.0,17.56,0.03,8,703.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,88144.0,10,8875.0,11.99,0.1,8,660.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,150894.0,9,5750.0,7.43,0.04,10,661.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35,199121.0,10,8000.0,11.49,0.04,8,660.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,150887.0,10,12000.0,15.68,0.08,8,603.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
27,124509.0,5,8800.0,7.29,0.07,8,653.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32,31370.0,6,5000.0,7.91,0.16,8,701.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
28,52818.0,6,4000.0,12.69,0.08,5,615.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
27,36488.0,6,4975.0,10.37,0.14,9,563.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
31,80286.0,9,2550.0,11.36,0.03,9,625.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,271185.0,8,9000.0,16.95,0.03,8,543.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
35,103074.0,13,20000.0,12.21,0.19,9,689.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
33,65664.0,10,32000.0,15.23,0.49,7,677.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
33,52646.0,12,8200.0,7.88,0.16,9,599.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
32,61260.0,10,9600.0,6.76,0.16,10,664.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,38717.0,6,14000.0,18.09,0.36,9,576.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
29,67024.0,7,4000.0,10.99,0.06,8,664.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,52527.0,4,13350.0,12.42,0.25,9,642.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
28,14350.0,4,2150.0,10.78,0.15,6,672.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
27,120964.0,3,5000.0,12.42,0.04,8,641.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
32,48847.0,12,4000.0,9.99,0.08,8,606.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
32,118539.0,8,6000.0,8.88,0.05,9,634.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
29,65817.0,7,7500.0,7.49,0.11,7,460.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
31,169218.0,8,12000.0,7.88,0.07,7,711.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
33,51126.0,10,12000.0,13.57,0.23,6,548.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,96710.0,6,12000.0,6.91,0.12,6,658.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
28,54516.0,5,20000.0,9.45,0.37,8,693.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
31,140734.0,6,8900.0,10.0,0.06,5,595.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
29,49080.0,7,25000.0,11.86,0.51,6,714.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,71930.0,8,6000.0,7.88,0.08,8,648.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
29,86213.0,6,4000.0,7.14,0.05,5,624.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
28,51543.0,6,12000.0,11.11,0.23,9,731.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
29,91029.0,6,12000.0,7.51,0.13,8,690.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
27,125553.0,5,12800.0,7.29,0.1,5,696.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
28,24905.0,7,4000.0,10.99,0.16,10,587.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
35,58514.0,14,2000.0,11.97,0.03,10,606.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
29,39704.0,8,10800.0,13.57,0.27,5,607.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
34,65739.0,10,10000.0,7.29,0.15,7,675.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
27,114717.0,9,18000.0,13.48,0.16,5,684.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
29,84795.0,6,10000.0,6.99,0.12,10,582.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,48759.0,3,6400.0,9.32,0.13,9,535.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,70012.0,10,2000.0,11.01,0.03,5,702.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
31,45212.0,10,22000.0,12.73,0.49,6,670.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
33,67152.0,12,3500.0,10.65,0.05,10,625.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,49148.0,10,15000.0,9.88,0.31,9,683.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
27,33674.0,5,4800.0,7.14,0.14,5,701.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
31,44387.0,10,10000.0,14.42,0.23,9,670.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31,87430.0,8,9800.0,6.62,0.11,7,677.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35,32167.0,15,8000.0,7.9,0.25,6,620.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
27,91099.0,4,6625.0,11.01,0.07,9,665.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33,124756.0,9,9000.0,14.65,0.07,9,654.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
31,79315.0,7,7000.0,8.0,0.09,7,565.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
34,57467.0,12,12000.0,7.88,0.21,10,657.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
28,104055.0,3,15600.0,5.99,0.15,7,676.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
28,62181.0,3,20400.0,17.74,0.33,6,616.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
29,55271.0,8,10000.0,17.58,0.18,6,595.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,69059.0,9,10000.0,11.01,0.14,5,614.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
32,54463.0,11,15000.0,7.51,0.28,5,682.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
33,75765.0,10,3700.0,6.39,0.05,6,687.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
29,80403.0,11,7000.0,9.91,0.09,6,550.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
32,137907.0,6,6000.0,10.37,0.04,9,644.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
30,98707.0,9,18000.0,10.75,0.18,5,538.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
30,80089.0,7,11200.0,13.49,0.14,6,714.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
29,111252.0,9,20000.0,13.72,0.18,8,590.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30,61338.0,5,10000.0,11.01,0.16,5,639.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,87302.0,14,4250.0,5.42,0.05,5,618.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
28,193141.0,6,23000.0,11.83,0.12,5,685.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
35,91857.0,13,1000.0,13.49,0.01,8,678.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27,103394.0,6,3800.0,6.03,0.04,8,613.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31,120762.0,3,20000.0,12.42,0.17,9,621.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30,85219.0,9,7000.0,8.9,0.08,8,676.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30,55586.0,6,6400.0,8.94,0.12,7,703.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,75533.0,12,28000.0,11.71,0.37,7,700.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
31,95596.0,10,6000.0,7.51,0.06,8,685.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
32,56374.0,8,9000.0,7.51,0.16,5,640.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
29,77981.0,11,15000.0,15.27,0.19,10,606.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
27,190083.0,5,35000.0,12.99,0.18,10,689.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,41385.0,7,16750.0,10.59,0.4,6,708.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29,86163.0,7,12000.0,13.16,0.14,5,664.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
30,44372.0,6,15000.0,11.83,0.34,10,590.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
27,102757.0,7,4500.0,7.51,0.04,10,639.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
28,60846.0,7,14000.0,19.04,0.23,5,664.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
30,181152.0,9,21000.0,12.62,0.12,9,606.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
32,31013.0,9,3000.0,13.48,0.1,5,600.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
34,66620.0,10,2500.0,13.49,0.04,5,641.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28,133104.0,6,11000.0,5.79,0.08,5,646.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
29,51372.0,6,5000.0,14.96,0.1,5,617.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
30,38067.0,7,12000.0,14.42,0.32,9,561.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
30,138000.0,10,14400.0,14.54,0.1,10,710.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
32,68632.0,11,10000.0,7.14,0.15,6,646.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
32,109214.0,11,20000.0,13.22,0.18,10,714.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
33,74374.0,10,6000.0,10.39,0.08,9,535.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
27,47042.0,5,3000.0,11.48,0.06,8,687.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
27,72948.0,6,7000.0,6.99,0.1,8,697.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
33,83325.0,8,1200.0,16.29,0.01,9,693.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
31,82855.0,4,13600.0,7.88,0.16,5,671.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
27,121866.0,5,20000.0,11.99,0.16,9,699.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
31,42976.0,9,8000.0,11.11,0.19,10,606.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
28,125883.0,6,18000.0,10.99,0.14,10,697.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
29,145310.0,11,35000.0,8.9,0.24,6,622.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28,50281.0,4,4000.0,18.64,0.08,5,625.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
28,89783.0,1,20000.0,9.96,0.22,9,591.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,25445.0,6,5500.0,6.91,0.22,8,599.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34,35545.0,15,2500.0,20.0,0.07,7,694.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
29,42847.0,3,4200.0,12.99,0.1,8,563.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
31,88815.0,7,15000.0,11.01,0.17,9,689.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
27,19892.0,3,2800.0,10.65,0.14,7,655.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
32,33132.0,9,4500.0,13.11,0.14,5,705.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
29,85390.0,4,4000.0,11.86,0.05,6,645.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
33,43149.0,8,10000.0,10.99,0.23,9,565.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
27,204871.0,3,12075.0,12.42,0.06,10,610.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
30,41714.0,8,7500.0,11.01,0.18,8,617.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
30,62201.0,11,4800.0,12.69,0.08,10,692.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
34,316200.0,11,25000.0,16.32,0.08,9,655.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
31,22192.0,7,2500.0,14.74,0.11,7,538.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31,104738.0,9,25000.0,13.57,0.24,10,686.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28,251909.0,8,15000.0,14.84,0.06,8,621.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35,123121.0,12,20000.0,13.85,0.16,5,586.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
33,97094.0,12,6000.0,11.11,0.06,8,720.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
27,96718.0,5,20000.0,7.49,0.21,9,592.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
34,82448.0,12,15000.0,11.78,0.18,7,582.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,54448.0,10,2000.0,14.22,0.04,9,658.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
32,24925.0,7,4750.0,10.37,0.19,7,575.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
33,87740.0,12,5000.0,6.99,0.06,7,558.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
30,124414.0,8,1500.0,7.9,0.01,10,719.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,51354.0,3,3000.0,11.83,0.06,9,627.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
29,210777.0,5,10000.0,11.01,0.05,7,686.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
30,64802.0,10,12000.0,6.03,0.19,5,693.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,360803.035,10,10000.0,8.94,0.01,8,676.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
28,135420.0,5,6000.0,12.69,0.04,8,647.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27,111243.0,6,25000.0,15.95,0.22,9,675.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
29,73119.0,9,25000.0,20.0,0.34,9,640.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
34,130830.0,9,10000.0,6.91,0.08,8,565.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
